TransactionID,CustomerID,Timestamp,item_name,quantity
10048,57,2024-01-29 18:00,Shaving Cream,1
10048,57,2024-01-29 18:00,Poha,1
10048,57,2024-01-29 18:00,Garbage Bags,2
10049,68,2024-01-31 07:00,Brown Bread,3
10049,68,2024-01-31 07:00,Ghee,3
10049,68,2024-01-31 07:00,Tofu,2
10049,68,2024-01-31 07:00,Eggs,3
10050,81,2024-01-07 12:00,Detergent Liquid,1
10050,81,2024-01-07 12:00,Pressure Cooker,2
10050,81,2024-01-07 12:00,Detergent Powder,2
10050,81,2024-01-07 12:00,Grapes,1
10051,30,2024-01-04 14:00,Notebook Diary,3
10051,30,2024-01-04 14:00,Potato,3
10051,30,2024-01-04 14:00,Incense Sticks,2
10052,42,2024-01-09 20:00,Pongal Mix,1
10052,42,2024-01-09 20:00,Shaving Cream,2
10052,42,2024-01-09 20:00,Guava,2
10052,42,2024-01-09 20:00,Garbage Bags,2
10052,42,2024-01-09 20:00,Aluminium Foil,1
10053,30,2024-01-07 07:00,Caramel Syrup,1
10053,30,2024-01-07 07:00,Key Chain,2
10053,30,2024-01-07 07:00,Moong Dal,1
10054,69,2024-01-27 13:00,Krackjack Biscuits,2
10054,69,2024-01-27 13:00,Chikki,3
10054,69,2024-01-27 13:00,Soya Chunks,1
10054,69,2024-01-27 13:00,Guava,3
10055,94,2024-01-24 08:00,Paneer Cubes,2
10055,94,2024-01-24 08:00,Pasta Sauce,1
10055,94,2024-01-24 08:00,Coriander Powder,3
10055,94,2024-01-24 08:00,Cake Slice,2
10055,94,2024-01-24 08:00,Conditioner,3
10055,94,2024-01-24 08:00,Beans,2
10056,98,2024-01-27 19:00,Pasta,2
10056,98,2024-01-27 19:00,Buttermilk,1
10056,98,2024-01-27 19:00,Milk,2
10056,98,2024-01-27 19:00,Banana Chips,1
10056,98,2024-01-27 19:00,Salt,3
10057,21,2024-01-18 20:00,Raincoat,1
10057,21,2024-01-18 20:00,Frying Pan,3
10057,21,2024-01-18 20:00,Umbrella,2
10057,21,2024-01-18 20:00,Paneer Cubes,2
10057,21,2024-01-18 20:00,Eggs,1
10058,96,2024-01-16 09:00,Pencil,1
10058,96,2024-01-16 09:00,Milk Chocolate Spread,1
10058,96,2024-01-16 09:00,Cake Slice,1
10059,24,2024-01-21 17:00,Yogurt Drink,3
10059,24,2024-01-21 17:00,Jaggery,1
10060,88,2024-01-20 10:00,Sugar,2
10060,88,2024-01-20 10:00,Peanut Butter,3
10060,88,2024-01-20 10:00,Socks Pair,3
10060,88,2024-01-20 10:00,Batteries AA,3
10060,88,2024-01-20 10:00,Banana Chips,3
10060,88,2024-01-20 10:00,Mixture,3
10061,40,2024-01-27 20:00,Hand Gloves,3
10061,40,2024-01-27 20:00,Good Day Biscuits,2
10061,40,2024-01-27 20:00,Soft Drink,1
10061,40,2024-01-27 20:00,Masoor Dal,1
10061,40,2024-01-27 20:00,Soya Chunks,1
10061,40,2024-01-27 20:00,Body Lotion,3
10062,96,2024-01-06 20:00,Marker,2
10062,96,2024-01-06 20:00,Ready Dal,3
10062,96,2024-01-06 20:00,Wallet,1
10062,96,2024-01-06 20:00,Ready Paneer Curry,2
10062,96,2024-01-06 20:00,Cumin Seeds,3
10062,96,2024-01-06 20:00,Bourbon Biscuits,2
10063,79,2024-01-03 14:00,Mango,1
10063,79,2024-01-03 14:00,Brinjal,1
10063,79,2024-01-03 14:00,Chocolate Bar,3
10064,88,2024-01-24 17:00,Flavoured Milk,3
10064,88,2024-01-24 17:00,Beans,2
10064,88,2024-01-24 17:00,T-Shirt,2
10064,88,2024-01-24 17:00,Wall Clock,3
10064,88,2024-01-24 17:00,Peanut Butter,1
10064,88,2024-01-24 17:00,Nachos,3
10065,46,2024-01-31 13:00,Board Game,2
10065,46,2024-01-31 13:00,Basmati Rice,2
10066,56,2024-01-15 13:00,Jowar Flour,2
10066,56,2024-01-15 13:00,Little Hearts Biscuits,3
10067,42,2024-01-15 07:00,Cricket Ball,2
10067,42,2024-01-15 07:00,Hide & Seek Biscuits,1
10067,42,2024-01-15 07:00,Potato,2
10068,39,2024-01-08 21:00,Garam Masala,1
10068,39,2024-01-08 21:00,Instant Coffee,2
10068,39,2024-01-08 21:00,Body Lotion,3
10068,39,2024-01-08 21:00,Extension Cord,2
10068,39,2024-01-08 21:00,Roasted Chickpeas,1
10069,34,2024-01-24 21:00,Orange,2
10069,34,2024-01-24 21:00,Cauliflower,3
10069,34,2024-01-24 21:00,Cumin Seeds,3
10069,34,2024-01-24 21:00,First Aid Kit,2
10069,34,2024-01-24 21:00,Guava,2
10069,34,2024-01-24 21:00,LED Bulb,3
10070,57,2024-01-14 10:00,Buttermilk,3
10070,57,2024-01-14 10:00,Ragi Flour,3
10070,57,2024-01-14 10:00,Cooking Spoon Set,3
10070,57,2024-01-14 10:00,Notebook,1
10070,57,2024-01-14 10:00,Cap,2
10070,57,2024-01-14 10:00,Chana Dal,2
10071,23,2024-01-10 09:00,Masoor Dal,3
10071,23,2024-01-10 09:00,Pooja Oil,2
10071,23,2024-01-10 09:00,Brinjal,3
10071,23,2024-01-10 09:00,Eraser,1
10071,23,2024-01-10 09:00,Chana Dal,3
10072,57,2024-01-02 20:00,Body Lotion,3
10072,57,2024-01-02 20:00,Sugar,3
10073,78,2024-01-28 13:00,Tea Bags,3
10073,78,2024-01-28 13:00,Basmati Rice,1
10073,78,2024-01-28 13:00,Chana Dal,1
10074,10,2024-01-25 15:00,Little Hearts Biscuits,2
10074,10,2024-01-25 15:00,Mixture,1
10074,10,2024-01-25 15:00,Cap,3
10074,10,2024-01-25 15:00,Key Chain,2
10074,10,2024-01-25 15:00,Poha,1
10074,10,2024-01-25 15:00,Beans,2
10075,20,2024-01-05 19:00,Milk Bikis Biscuits,1
10075,20,2024-01-05 19:00,Remote Car,2
10075,20,2024-01-05 19:00,Chicken,3
10075,20,2024-01-05 19:00,Buttermilk,2
10075,20,2024-01-05 19:00,Mustard Seeds,3
10076,57,2024-01-21 10:00,Plastic Storage Box,1
10076,57,2024-01-21 10:00,Banana Chips,2
10076,57,2024-01-21 10:00,Bourbon Biscuits,2
10077,21,2024-01-11 20:00,Diya Lamp,2
10077,21,2024-01-11 20:00,Buttermilk,1
10078,60,2024-01-21 18:00,Remote Car,2
10078,60,2024-01-21 18:00,Curd,3
10078,60,2024-01-21 18:00,Jaggery,2
10078,60,2024-01-21 18:00,Instant Noodles,1
10078,60,2024-01-21 18:00,Conditioner,2
10079,85,2024-01-18 08:00,Batteries AA,1
10079,85,2024-01-18 08:00,Plastic Wrap,2
10080,1,2024-01-23 21:00,Turmeric Powder,1
10080,1,2024-01-23 21:00,50-50 Biscuits,2
10080,1,2024-01-23 21:00,Socks Pair,3
10080,1,2024-01-23 21:00,Pen,1
10081,70,2024-01-18 14:00,Honey,3
10081,70,2024-01-18 14:00,Ice Cream Family Pack,3
10081,70,2024-01-18 14:00,Moong Dal,2
10081,70,2024-01-18 14:00,Pepper Powder,2
10082,75,2024-01-23 20:00,Krackjack Biscuits,1
10082,75,2024-01-23 20:00,Toothbrush,2
10082,75,2024-01-23 20:00,Board Game,2
10082,75,2024-01-23 20:00,Garbage Bags,2
10082,75,2024-01-23 20:00,Roasted Peanuts,2
10083,5,2024-01-21 14:00,Buns,2
10083,5,2024-01-21 14:00,Paneer Cubes,2
10084,33,2024-01-14 19:00,Chikki,2
10084,33,2024-01-14 19:00,Onion,2
10084,33,2024-01-14 19:00,Oats,1
10084,33,2024-01-14 19:00,Protein Bars,2
10084,33,2024-01-14 19:00,Cabbage,2
10085,7,2024-01-27 18:00,Carrot,1
10085,7,2024-01-27 18:00,Potato Chips,2
10085,7,2024-01-27 18:00,Wheat Flour,1
10086,38,2024-01-03 20:00,Brinjal,3
10086,38,2024-01-03 20:00,Banana,1
10086,38,2024-01-03 20:00,Turmeric Powder,1
10087,97,2024-01-26 10:00,Marie Gold Biscuits,2
10087,97,2024-01-26 10:00,Wall Clock,3
10087,97,2024-01-26 10:00,Little Hearts Biscuits,2
10088,96,2024-01-07 07:00,Eraser,2
10088,96,2024-01-07 07:00,Notebook Diary,2
10088,96,2024-01-07 07:00,Thermometer,3
10088,96,2024-01-07 07:00,Toor Dal,2
10088,96,2024-01-07 07:00,Curd,3
10089,78,2024-01-11 08:00,Chikki,1
10089,78,2024-01-11 08:00,Flavoured Milk,1
10089,78,2024-01-11 08:00,Roasted Peanuts,3
10089,78,2024-01-11 08:00,Stapler,2
10089,78,2024-01-11 08:00,Peanut Butter Crunchy,3
10089,78,2024-01-11 08:00,Fennel Seeds,2
10090,15,2024-01-12 08:00,Brown Bread,1
10090,15,2024-01-12 08:00,T-Shirt,2
10090,15,2024-01-12 08:00,Detergent Liquid,1
10090,15,2024-01-12 08:00,Milk Chocolate Spread,1
10090,15,2024-01-12 08:00,Brownie,2
10090,15,2024-01-12 08:00,Potato,3
10091,19,2024-01-04 08:00,Socks Pair,1
10091,19,2024-01-04 08:00,First Aid Kit,1
10092,86,2024-01-11 15:00,Oats,3
10092,86,2024-01-11 15:00,Cooking Oil,3
10092,86,2024-01-11 15:00,Banana,2
10092,86,2024-01-11 15:00,Garbage Bags,2
10092,86,2024-01-11 15:00,Cold Coffee,1
10092,86,2024-01-11 15:00,LED Bulb,1
10093,51,2024-01-07 20:00,Boiled Rice,2
10093,51,2024-01-07 20:00,Chicken,1
10093,51,2024-01-07 20:00,Sharpener,3
10093,51,2024-01-07 20:00,Good Day Biscuits,2
10093,51,2024-01-07 20:00,Pooja Oil,1
10093,51,2024-01-07 20:00,Socks Pair,2
10094,61,2024-01-19 10:00,Wall Clock,3
10094,61,2024-01-19 10:00,Body Soap,1
10094,61,2024-01-19 10:00,Chana Dal,1
10094,61,2024-01-19 10:00,Mango,3
10095,58,2024-01-12 14:00,Tofu,1
10095,58,2024-01-12 14:00,Nachos,2
10095,58,2024-01-12 14:00,Sunflower Oil,3
10095,58,2024-01-12 14:00,Rusk,3
10096,15,2024-01-14 07:00,Instant Noodles,1
10096,15,2024-01-14 07:00,LED Bulb,2
10096,15,2024-01-14 07:00,Idli Batter,1
10096,15,2024-01-14 07:00,50-50 Biscuits,1
10097,46,2024-01-06 17:00,Banana,1
10097,46,2024-01-06 17:00,Coriander Powder,1
10097,46,2024-01-06 17:00,Notebook,2
10097,46,2024-01-06 17:00,Sharpener,2
10098,22,2024-01-27 12:00,Grapes,2
10098,22,2024-01-27 12:00,Hand Gloves,1
10098,22,2024-01-27 12:00,Orange,3
10098,22,2024-01-27 12:00,Banana Chips,2
10098,22,2024-01-27 12:00,Kids Puzzle,3
10099,66,2024-01-28 12:00,Wallet,3
10099,66,2024-01-28 12:00,Cap,1
10100,14,2024-01-02 14:00,Butter,1
10100,14,2024-01-02 14:00,Green Tea,3
10100,14,2024-01-02 14:00,Pasta,2
10100,14,2024-01-02 14:00,First Aid Kit,1
10100,14,2024-01-02 14:00,Paper Clips,1
10100,14,2024-01-02 14:00,50-50 Biscuits,2
10101,88,2024-01-19 15:00,Notebook,1
10101,88,2024-01-19 15:00,Marker,2
10101,88,2024-01-19 15:00,Conditioner,3
10101,88,2024-01-19 15:00,Beans,1
10101,88,2024-01-19 15:00,Instant Noodles,2
10101,88,2024-01-19 15:00,Ready Paneer Curry,2
10102,50,2024-01-27 21:00,Onion,2
10102,50,2024-01-27 21:00,Frying Pan,2
10103,20,2024-01-23 15:00,Tea Powder,3
10103,20,2024-01-23 15:00,Mutton,2
10104,31,2024-01-23 12:00,Detergent Liquid,2
10104,31,2024-01-23 12:00,Pooja Oil,3
10105,94,2024-01-04 18:00,Thermometer,1
10105,94,2024-01-04 18:00,Flavoured Milk,1
10105,94,2024-01-04 18:00,Spinach,1
10106,86,2024-01-24 09:00,Apple,2
10106,86,2024-01-24 09:00,Sunflower Oil,2
10106,86,2024-01-24 09:00,Pasta,3
10106,86,2024-01-24 09:00,Garam Masala,3
10107,100,2024-01-17 15:00,Pain Relief Spray,3
10107,100,2024-01-17 15:00,Spinach,2
10107,100,2024-01-17 15:00,Ghee,3
10107,100,2024-01-17 15:00,Salt,3
10108,98,2024-01-21 07:00,Basmati Rice,2
10108,98,2024-01-21 07:00,Chikki,3
10108,98,2024-01-21 07:00,Umbrella,1
10108,98,2024-01-21 07:00,Cloves,1
10108,98,2024-01-21 07:00,Coffee Powder,3
10109,1,2024-01-05 21:00,Coconut Oil,2
10109,1,2024-01-05 21:00,Ghee,2
10109,1,2024-01-05 21:00,Groundnut Oil,3
10109,1,2024-01-05 21:00,Cooking Spoon Set,2
10110,34,2024-01-08 08:00,Hair Oil,1
10110,34,2024-01-08 08:00,Murukku,2
10110,34,2024-01-08 08:00,Protein Bars,2
10111,46,2024-01-30 18:00,Hand Sanitizer,2
10111,46,2024-01-30 18:00,Toothbrush,2
10111,46,2024-01-30 18:00,Cabbage,1
10111,46,2024-01-30 18:00,Glue Stick,1
10111,46,2024-01-30 18:00,Ready Chole,2
10112,46,2024-01-30 08:00,Tofu,1
10112,46,2024-01-30 08:00,Cricket Ball,1
10112,46,2024-01-30 08:00,Peanut Butter Crunchy,3
10112,46,2024-01-30 08:00,First Aid Kit,1
10112,46,2024-01-30 08:00,Sugar,2
10113,91,2024-01-14 19:00,Yogurt Drink,1
10113,91,2024-01-14 19:00,Cooking Spoon Set,3
10113,91,2024-01-14 19:00,Pooja Oil,2
10113,91,2024-01-14 19:00,Cheese,3
10113,91,2024-01-14 19:00,Eggs,1
10114,25,2024-01-19 15:00,Potato Chips,3
10114,25,2024-01-19 15:00,T-Shirt,1
10114,25,2024-01-19 15:00,Toilet Cleaner,3
10114,25,2024-01-19 15:00,Pencil,1
10114,25,2024-01-19 15:00,Paper Clips,3
10114,25,2024-01-19 15:00,Body Soap,2
10115,10,2024-01-15 07:00,Brown Bread,3
10115,10,2024-01-15 07:00,Cheese,1
10115,10,2024-01-15 07:00,Jaggery,2
10115,10,2024-01-15 07:00,Sharpener,2
10115,10,2024-01-15 07:00,Flavoured Milk,1
10115,10,2024-01-15 07:00,Chicken,1
10116,53,2024-01-04 19:00,Diya Lamp,2
10116,53,2024-01-04 19:00,Stapler,1
10116,53,2024-01-04 19:00,USB Cable,1
10116,53,2024-01-04 19:00,Bread,1
10116,53,2024-01-04 19:00,Ready Dal,2
10116,53,2024-01-04 19:00,Tea Powder,1
10117,13,2024-01-06 07:00,Pain Relief Spray,3
10117,13,2024-01-06 07:00,Wall Clock,1
10117,13,2024-01-06 07:00,Ladies Finger,3
10118,21,2024-01-13 08:00,Cake Pastry,3
10118,21,2024-01-13 08:00,Chikki,3
10118,21,2024-01-13 08:00,Beans,1
10118,21,2024-01-13 08:00,Face Mask,1
10118,21,2024-01-13 08:00,Paper Clips,1
10118,21,2024-01-13 08:00,Chicken,1
10119,65,2024-01-31 18:00,Garbage Bags,1
10119,65,2024-01-31 18:00,Cup Noodles,1
10119,65,2024-01-31 18:00,Hair Oil,1
10120,66,2024-01-28 17:00,Dog Food,3
10120,66,2024-01-28 17:00,Thermometer,1
10120,66,2024-01-28 17:00,Toor Dal,3
10120,66,2024-01-28 17:00,Mango,2
10120,66,2024-01-28 17:00,Urad Dal,1
10121,9,2024-01-10 07:00,Orange,1
10121,9,2024-01-10 07:00,Fruit Juice,1
10121,9,2024-01-10 07:00,Spinach,1
10121,9,2024-01-10 07:00,Notebook Diary,1
10122,84,2024-01-23 18:00,Ready Paneer Curry,1
10122,84,2024-01-23 18:00,Hand Gloves,3
10122,84,2024-01-23 18:00,Wall Clock,1
10122,84,2024-01-23 18:00,Sunglasses,2
10123,25,2024-01-13 20:00,Coffee Powder,2
10123,25,2024-01-13 20:00,Cardamom,3
10124,28,2024-01-14 18:00,Mutton,2
10124,28,2024-01-14 18:00,Soft Drink,3
10124,28,2024-01-14 18:00,Poha,1
10125,32,2024-01-10 12:00,Paneer Cubes,2
10125,32,2024-01-10 12:00,Cricket Ball,3
10126,28,2024-01-05 10:00,Glue Stick,2
10126,28,2024-01-05 10:00,Murukku,3
10126,28,2024-01-05 10:00,Socks Pair,1
10126,28,2024-01-05 10:00,Banana Chips,3
10127,59,2024-01-28 13:00,Coconut Oil,1
10127,59,2024-01-28 13:00,Instant Coffee,3
10127,59,2024-01-28 13:00,Detergent Liquid,2
10127,59,2024-01-28 13:00,Pen,1
10127,59,2024-01-28 13:00,Cake Pastry,1
10127,59,2024-01-28 13:00,Frying Pan,1
10128,89,2024-01-29 17:00,Fennel Seeds,2
10128,89,2024-01-29 17:00,Board Game,2
10129,71,2024-01-08 10:00,Turmeric Powder,3
10129,71,2024-01-08 10:00,Cooking Spoon Set,3
10129,71,2024-01-08 10:00,Wall Clock,1
10130,50,2024-01-10 08:00,Poha,3
10130,50,2024-01-10 08:00,Paper Clips,3
10131,51,2024-01-09 08:00,Wallet,1
10131,51,2024-01-09 08:00,Eggs,1
10132,53,2024-01-31 07:00,Diya Lamp,3
10132,53,2024-01-31 07:00,Notebook,2
10133,22,2024-01-24 17:00,Toilet Cleaner,2
10133,22,2024-01-24 17:00,Stapler,2
10133,22,2024-01-24 17:00,Ready Chole,1
10134,72,2024-01-17 21:00,Aluminium Foil,1
10134,72,2024-01-17 21:00,Upma Mix,1
10134,72,2024-01-17 21:00,Cricket Ball,3
10135,69,2024-01-09 21:00,Grapes,2
10135,69,2024-01-09 21:00,Nachos,1
10136,95,2024-01-27 20:00,Salt,2
10136,95,2024-01-27 20:00,Marie Gold Biscuits,1
10136,95,2024-01-27 20:00,Red Chilli Powder,3
10136,95,2024-01-27 20:00,Toor Dal,2
10137,27,2024-01-16 18:00,Grapes,2
10137,27,2024-01-16 18:00,Hand Sanitizer,2
10138,95,2024-01-20 07:00,Diya Lamp,3
10138,95,2024-01-20 07:00,Notebook,1
10138,95,2024-01-20 07:00,Shaving Cream,2
10138,95,2024-01-20 07:00,Nachos,2
10138,95,2024-01-20 07:00,Buttermilk,1
10138,95,2024-01-20 07:00,Roasted Chickpeas,1
10139,16,2024-01-08 21:00,Steel Plate,1
10139,16,2024-01-08 21:00,Tomato,3
10139,16,2024-01-08 21:00,Hand Wash,3
10139,16,2024-01-08 21:00,Honey,2
10140,15,2024-01-07 15:00,Good Day Biscuits,2
10140,15,2024-01-07 15:00,Toilet Cleaner,2
10141,17,2024-01-23 12:00,Tea Bags,2
10141,17,2024-01-23 12:00,Shampoo,2
10141,17,2024-01-23 12:00,Honey,2
10141,17,2024-01-23 12:00,Jowar Flour,3
10142,59,2024-01-31 17:00,50-50 Biscuits,2
10142,59,2024-01-31 17:00,Hide & Seek Biscuits,3
10143,10,2024-01-31 09:00,Peanut Butter Crunchy,3
10143,10,2024-01-31 09:00,Tissue Paper,2
10143,10,2024-01-31 09:00,Jaggery,1
10143,10,2024-01-31 09:00,Eraser,2
10144,48,2024-01-19 14:00,First Aid Kit,1
10144,48,2024-01-19 14:00,Hide & Seek Biscuits,2
10144,48,2024-01-19 14:00,Protein Bars,2
